Code,Year,Covered by tax instrument in at least one sector
JOR,2000,No carbon tax
JOR,2001,No carbon tax
JOR,2002,No carbon tax
JOR,2003,No carbon tax
JOR,2004,No carbon tax
JOR,2005,No carbon tax
JOR,2006,No carbon tax
JOR,2007,No carbon tax
JOR,2008,No carbon tax
JOR,2009,No carbon tax
JOR,2010,No carbon tax
JOR,2011,No carbon tax
JOR,2012,No carbon tax
JOR,2013,No carbon tax
JOR,2014,No carbon tax
JOR,2015,No carbon tax
JOR,2016,No carbon tax
JOR,2017,No carbon tax
JOR,2018,No carbon tax
JOR,2019,No carbon tax
JOR,2020,No carbon tax
JOR,2021,No carbon tax
JOR,2022,No carbon tax
KAZ,1989,No carbon tax
KAZ,1990,No carbon tax
KAZ,1991,No carbon tax
KAZ,1992,No carbon tax
KAZ,1993,No carbon tax
KAZ,1994,No carbon tax
KAZ,1995,No carbon tax
KAZ,1996,No carbon tax
KAZ,1997,No carbon tax
KAZ,1998,No carbon tax
KAZ,1999,No carbon tax
KAZ,2000,No carbon tax
KAZ,2001,No carbon tax
KAZ,2002,No carbon tax
KAZ,2003,No carbon tax
KAZ,2004,No carbon tax
KAZ,2005,No carbon tax
KAZ,2006,No carbon tax
KAZ,2007,No carbon tax
KAZ,2008,No carbon tax
KAZ,2009,No carbon tax
KAZ,2010,No carbon tax
KAZ,2011,No carbon tax
KAZ,2012,No carbon tax
KAZ,2013,No carbon tax
KAZ,2014,No carbon tax
KAZ,2015,No carbon tax
KAZ,2016,No carbon tax
KAZ,2017,No carbon tax
KAZ,2018,No carbon tax
KAZ,2019,No carbon tax
KAZ,2020,No carbon tax
KAZ,2021,No carbon tax
KAZ,2022,No carbon tax
KEN,1989,No carbon tax
KEN,1990,No carbon tax
KEN,1991,No carbon tax
KEN,1992,No carbon tax
KEN,1993,No carbon tax
KEN,1994,No carbon tax
KEN,1995,No carbon tax
KEN,1996,No carbon tax
KEN,1997,No carbon tax
KEN,1998,No carbon tax
KEN,1999,No carbon tax
KEN,2000,No carbon tax
KEN,2001,No carbon tax
KEN,2002,No carbon tax
KEN,2003,No carbon tax
KEN,2004,No carbon tax
KEN,2005,No carbon tax
KEN,2006,No carbon tax
KEN,2007,No carbon tax
KEN,2008,No carbon tax
KEN,2009,No carbon tax
KEN,2010,No carbon tax
KEN,2011,No carbon tax
KEN,2012,No carbon tax
KEN,2013,No carbon tax
KEN,2014,No carbon tax
KEN,2015,No carbon tax
KEN,2016,No carbon tax
KEN,2017,No carbon tax
KEN,2018,No carbon tax
KEN,2019,No carbon tax
KEN,2020,No carbon tax
KEN,2021,No carbon tax
KEN,2022,No carbon tax
KIR,1989,No carbon tax
KIR,1990,No carbon tax
KIR,1991,No carbon tax
KIR,1992,No carbon tax
KIR,1993,No carbon tax
KIR,1994,No carbon tax
KIR,1995,No carbon tax
KIR,1996,No carbon tax
KIR,1997,No carbon tax
KIR,1998,No carbon tax
KIR,1999,No carbon tax
KIR,2000,No carbon tax
KIR,2001,No carbon tax
KIR,2002,No carbon tax
KIR,2003,No carbon tax
KIR,2004,No carbon tax
KIR,2005,No carbon tax
KIR,2006,No carbon tax
KIR,2007,No carbon tax
KIR,2008,No carbon tax
KIR,2009,No carbon tax
KIR,2010,No carbon tax
KIR,2011,No carbon tax
KIR,2012,No carbon tax
KIR,2013,No carbon tax
KIR,2014,No carbon tax
KIR,2015,No carbon tax
KIR,2016,No carbon tax
KIR,2017,No carbon tax
KIR,2018,No carbon tax
KIR,2019,No carbon tax
KIR,2020,No carbon tax
KIR,2021,No carbon tax
KIR,2022,No carbon tax
OWID_KOS,1989,No carbon tax
OWID_KOS,1990,No carbon tax
OWID_KOS,1991,No carbon tax
OWID_KOS,1992,No carbon tax
OWID_KOS,1993,No carbon tax
OWID_KOS,1994,No carbon tax
OWID_KOS,1995,No carbon tax
OWID_KOS,1996,No carbon tax
OWID_KOS,1997,No carbon tax
OWID_KOS,1998,No carbon tax
OWID_KOS,1999,No carbon tax
OWID_KOS,2000,No carbon tax
OWID_KOS,2001,No carbon tax
OWID_KOS,2002,No carbon tax
OWID_KOS,2003,No carbon tax
OWID_KOS,2004,No carbon tax
OWID_KOS,2005,No carbon tax
OWID_KOS,2006,No carbon tax
OWID_KOS,2007,No carbon tax
OWID_KOS,2008,No carbon tax
OWID_KOS,2009,No carbon tax
OWID_KOS,2010,No carbon tax
OWID_KOS,2011,No carbon tax
OWID_KOS,2012,No carbon tax
OWID_KOS,2013,No carbon tax
OWID_KOS,2014,No carbon tax
OWID_KOS,2015,No carbon tax
OWID_KOS,2016,No carbon tax
OWID_KOS,2017,No carbon tax
OWID_KOS,2018,No carbon tax
OWID_KOS,2019,No carbon tax
OWID_KOS,2020,No carbon tax
OWID_KOS,2021,No carbon tax
OWID_KOS,2022,No carbon tax
KWT,1989,No carbon tax
KWT,1990,No carbon tax
KWT,1991,No carbon tax
KWT,1992,No carbon tax
KWT,1993,No carbon tax
KWT,1994,No carbon tax
KWT,1995,No carbon tax
KWT,1996,No carbon tax
KWT,1997,No carbon tax
KWT,1998,No carbon tax
KWT,1999,No carbon tax
KWT,2000,No carbon tax
KWT,2001,No carbon tax
KWT,2002,No carbon tax
KWT,2003,No carbon tax
KWT,2004,No carbon tax
KWT,2005,No carbon tax
KWT,2006,No carbon tax
KWT,2007,No carbon tax
KWT,2008,No carbon tax
KWT,2009,No carbon tax
KWT,2010,No carbon tax
KWT,2011,No carbon tax
KWT,2012,No carbon tax
KWT,2013,No carbon tax
KWT,2014,No carbon tax
KWT,2015,No carbon tax
KWT,2016,No carbon tax
KWT,2017,No carbon tax
KWT,2018,No carbon tax
KWT,2019,No carbon tax
KWT,2020,No carbon tax
KWT,2021,No carbon tax
KWT,2022,No carbon tax
KGZ,1989,No carbon tax
KGZ,1990,No carbon tax
KGZ,1991,No carbon tax
KGZ,1992,No carbon tax
KGZ,1993,No carbon tax
KGZ,1994,No carbon tax
KGZ,1995,No carbon tax
KGZ,1996,No carbon tax
KGZ,1997,No carbon tax
KGZ,1998,No carbon tax
KGZ,1999,No carbon tax
KGZ,2000,No carbon tax
KGZ,2001,No carbon tax
KGZ,2002,No carbon tax
KGZ,2003,No carbon tax
KGZ,2004,No carbon tax
KGZ,2005,No carbon tax
KGZ,2006,No carbon tax
KGZ,2007,No carbon tax
KGZ,2008,No carbon tax
KGZ,2009,No carbon tax
KGZ,2010,No carbon tax
KGZ,2011,No carbon tax
KGZ,2012,No carbon tax
KGZ,2013,No carbon tax
KGZ,2014,No carbon tax
KGZ,2015,No carbon tax
KGZ,2016,No carbon tax
KGZ,2017,No carbon tax
KGZ,2018,No carbon tax
KGZ,2019,No carbon tax
KGZ,2020,No carbon tax
KGZ,2021,No carbon tax
KGZ,2022,No carbon tax
LAO,1989,No carbon tax
LAO,1990,No carbon tax
LAO,1991,No carbon tax
LAO,1992,No carbon tax
LAO,1993,No carbon tax
LAO,1994,No carbon tax
LAO,1995,No carbon tax
LAO,1996,No carbon tax
LAO,1997,No carbon tax
LAO,1998,No carbon tax
LAO,1999,No carbon tax
LAO,2000,No carbon tax
LAO,2001,No carbon tax
LAO,2002,No carbon tax
LAO,2003,No carbon tax
LAO,2004,No carbon tax
LAO,2005,No carbon tax
LAO,2006,No carbon tax
LAO,2007,No carbon tax
LAO,2008,No carbon tax
LAO,2009,No carbon tax
LAO,2010,No carbon tax
LAO,2011,No carbon tax
LAO,2012,No carbon tax
LAO,2013,No carbon tax
LAO,2014,No carbon tax
LAO,2015,No carbon tax
LAO,2016,No carbon tax
LAO,2017,No carbon tax
LAO,2018,No carbon tax
LAO,2019,No carbon tax
LAO,2020,No carbon tax
LAO,2021,No carbon tax
LAO,2022,No carbon tax
LVA,1989,No carbon tax
LVA,1990,No carbon tax
LVA,1991,No carbon tax
LVA,1992,No carbon tax
LVA,1993,No carbon tax
LVA,1994,No carbon tax
LVA,1995,No carbon tax
LVA,1996,No carbon tax
LVA,1997,No carbon tax
LVA,1998,No carbon tax
LVA,1999,No carbon tax
LVA,2000,No carbon tax
LVA,2001,No carbon tax
LVA,2002,No carbon tax
LVA,2003,No carbon tax
LVA,2004,Has a carbon tax
LVA,2005,Has a carbon tax
LVA,2006,Has a carbon tax
LVA,2007,Has a carbon tax
LVA,2008,Has a carbon tax
LVA,2009,Has a carbon tax
LVA,2010,Has a carbon tax
LVA,2011,Has a carbon tax
LVA,2012,Has a carbon tax
LVA,2013,Has a carbon tax
LVA,2014,Has a carbon tax
LVA,2015,Has a carbon tax
LVA,2016,Has a carbon tax
LVA,2017,Has a carbon tax
LVA,2018,Has a carbon tax
LVA,2019,Has a carbon tax
LVA,2020,Has a carbon tax
LVA,2021,Has a carbon tax
LVA,2022,Has a carbon tax
LBN,1989,No carbon tax
LBN,1990,No carbon tax
LBN,1991,No carbon tax
LBN,1992,No carbon tax
LBN,1993,No carbon tax
LBN,1994,No carbon tax
LBN,1995,No carbon tax
LBN,1996,No carbon tax
LBN,1997,No carbon tax
LBN,1998,No carbon tax
LBN,1999,No carbon tax
LBN,2000,No carbon tax
LBN,2001,No carbon tax
LBN,2002,No carbon tax
LBN,2003,No carbon tax
LBN,2004,No carbon tax
LBN,2005,No carbon tax
LBN,2006,No carbon tax
LBN,2007,No carbon tax
LBN,2008,No carbon tax
LBN,2009,No carbon tax
LBN,2010,No carbon tax
LBN,2011,No carbon tax
LBN,2012,No carbon tax
LBN,2013,No carbon tax
LBN,2014,No carbon tax
LBN,2015,No carbon tax
LBN,2016,No carbon tax
LBN,2017,No carbon tax
LBN,2018,No carbon tax
LBN,2019,No carbon tax
LBN,2020,No carbon tax
LBN,2021,No carbon tax
LBN,2022,No carbon tax
LSO,1989,No carbon tax
LSO,1990,No carbon tax
LSO,1991,No carbon tax
LSO,1992,No carbon tax
LSO,1993,No carbon tax
LSO,1994,No carbon tax
LSO,1995,No carbon tax
LSO,1996,No carbon tax
LSO,1997,No carbon tax
LSO,1998,No carbon tax
LSO,1999,No carbon tax
LSO,2000,No carbon tax
LSO,2001,No carbon tax
LSO,2002,No carbon tax
LSO,2003,No carbon tax
LSO,2004,No carbon tax
LSO,2005,No carbon tax
LSO,2006,No carbon tax
LSO,2007,No carbon tax
LSO,2008,No carbon tax
LSO,2009,No carbon tax
LSO,2010,No carbon tax
LSO,2011,No carbon tax
LSO,2012,No carbon tax
LSO,2013,No carbon tax
LSO,2014,No carbon tax
LSO,2015,No carbon tax
LSO,2016,No carbon tax
LSO,2017,No carbon tax
LSO,2018,No carbon tax
LSO,2019,No carbon tax
LSO,2020,No carbon tax
LSO,2021,No carbon tax
LSO,2022,No carbon tax
LBR,1989,No carbon tax
LBR,1990,No carbon tax
LBR,1991,No carbon tax
LBR,1992,No carbon tax
LBR,1993,No carbon tax
LBR,1994,No carbon tax
LBR,1995,No carbon tax
LBR,1996,No carbon tax
LBR,1997,No carbon tax
LBR,1998,No carbon tax
LBR,1999,No carbon tax
LBR,2000,No carbon tax
LBR,2001,No carbon tax
LBR,2002,No carbon tax
LBR,2003,No carbon tax
LBR,2004,No carbon tax
LBR,2005,No carbon tax
LBR,2006,No carbon tax
LBR,2007,No carbon tax
LBR,2008,No carbon tax
LBR,2009,No carbon tax
LBR,2010,No carbon tax
LBR,2011,No carbon tax
LBR,2012,No carbon tax
LBR,2013,No carbon tax
LBR,2014,No carbon tax
LBR,2015,No carbon tax
LBR,2016,No carbon tax
LBR,2017,No carbon tax
LBR,2018,No carbon tax
LBR,2019,No carbon tax
LBR,2020,No carbon tax
LBR,2021,No carbon tax
LBR,2022,No carbon tax
LBY,1989,No carbon tax
LBY,1990,No carbon tax
LBY,1991,No carbon tax
LBY,1992,No carbon tax
LBY,1993,No carbon tax
LBY,1994,No carbon tax
LBY,1995,No carbon tax
LBY,1996,No carbon tax
LBY,1997,No carbon tax
LBY,1998,No carbon tax
LBY,1999,No carbon tax
LBY,2000,No carbon tax
LBY,2001,No carbon tax
LBY,2002,No carbon tax
LBY,2003,No carbon tax
LBY,2004,No carbon tax
LBY,2005,No carbon tax
LBY,2006,No carbon tax
LBY,2007,No carbon tax
LBY,2008,No carbon tax
LBY,2009,No carbon tax
LBY,2010,No carbon tax
LBY,2011,No carbon tax
LBY,2012,No carbon tax
LBY,2013,No carbon tax
LBY,2014,No carbon tax
LBY,2015,No carbon tax
LBY,2016,No carbon tax
LBY,2017,No carbon tax
LBY,2018,No carbon tax
LBY,2019,No carbon tax
LBY,2020,No carbon tax
LBY,2021,No carbon tax
LBY,2022,No carbon tax
LIE,1989,No carbon tax
LIE,1990,No carbon tax
LIE,1991,No carbon tax
LIE,1992,No carbon tax
LIE,1993,No carbon tax
LIE,1994,No carbon tax
LIE,1995,No carbon tax
LIE,1996,No carbon tax
LIE,1997,No carbon tax
LIE,1998,No carbon tax
LIE,1999,No carbon tax
LIE,2000,No carbon tax
LIE,2001,No carbon tax
LIE,2002,No carbon tax
LIE,2003,No carbon tax
LIE,2004,No carbon tax
LIE,2005,No carbon tax
LIE,2006,No carbon tax
LIE,2007,No carbon tax
LIE,2008,Has a carbon tax
LIE,2009,Has a carbon tax
LIE,2010,Has a carbon tax
LIE,2011,Has a carbon tax
LIE,2012,Has a carbon tax
LIE,2013,Has a carbon tax
LIE,2014,Has a carbon tax
LIE,2015,Has a carbon tax
LIE,2016,Has a carbon tax
LIE,2017,Has a carbon tax
LIE,2018,Has a carbon tax
LIE,2019,Has a carbon tax
LIE,2020,Has a carbon tax
LIE,2021,Has a carbon tax
LIE,2022,Has a carbon tax
LTU,1989,No carbon tax
LTU,1990,No carbon tax
LTU,1991,No carbon tax
LTU,1992,No carbon tax
LTU,1993,No carbon tax
LTU,1994,No carbon tax
LTU,1995,No carbon tax
LTU,1996,No carbon tax
LTU,1997,No carbon tax
LTU,1998,No carbon tax
LTU,1999,No carbon tax
LTU,2000,No carbon tax
LTU,2001,No carbon tax
LTU,2002,No carbon tax
LTU,2003,No carbon tax
LTU,2004,No carbon tax
LTU,2005,No carbon tax
LTU,2006,No carbon tax
LTU,2007,No carbon tax
LTU,2008,No carbon tax
LTU,2009,No carbon tax
LTU,2010,No carbon tax
LTU,2011,No carbon tax
LTU,2012,No carbon tax
LTU,2013,No carbon tax
LTU,2014,No carbon tax
LTU,2015,No carbon tax
LTU,2016,No carbon tax
LTU,2017,No carbon tax
LTU,2018,No carbon tax
LTU,2019,No carbon tax
LTU,2020,No carbon tax
LTU,2021,No carbon tax
LTU,2022,No carbon tax
LUX,1989,No carbon tax
LUX,1990,No carbon tax
LUX,1991,No carbon tax
LUX,1992,No carbon tax
LUX,1993,No carbon tax
LUX,1994,No carbon tax
LUX,1995,No carbon tax
LUX,1996,No carbon tax
LUX,1997,No carbon tax
LUX,1998,No carbon tax
LUX,1999,No carbon tax
LUX,2000,No carbon tax
LUX,2001,No carbon tax
LUX,2002,No carbon tax
LUX,2003,No carbon tax
LUX,2004,No carbon tax
LUX,2005,No carbon tax
LUX,2006,No carbon tax
LUX,2007,No carbon tax
LUX,2008,No carbon tax
LUX,2009,No carbon tax
LUX,2010,No carbon tax
LUX,2011,No carbon tax
LUX,2012,No carbon tax
LUX,2013,No carbon tax
LUX,2014,No carbon tax
LUX,2015,No carbon tax
LUX,2016,No carbon tax
LUX,2017,No carbon tax
LUX,2018,No carbon tax
LUX,2019,No carbon tax
LUX,2020,No carbon tax
LUX,2021,Has a carbon tax
LUX,2022,Has a carbon tax
MAC,1989,No carbon tax
MAC,1990,No carbon tax
MAC,1991,No carbon tax
MAC,1992,No carbon tax
MAC,1993,No carbon tax
MAC,1994,No carbon tax
MAC,1995,No carbon tax
MAC,1996,No carbon tax
MAC,1997,No carbon tax
MAC,1998,No carbon tax
MAC,1999,No carbon tax
MAC,2000,No carbon tax
MAC,2001,No carbon tax
MAC,2002,No carbon tax
MAC,2003,No carbon tax
MAC,2004,No carbon tax
MAC,2005,No carbon tax
MAC,2006,No carbon tax
MAC,2007,No carbon tax
MAC,2008,No carbon tax
MAC,2009,No carbon tax
MAC,2010,No carbon tax
MAC,2011,No carbon tax
MAC,2012,No carbon tax
MAC,2013,No carbon tax
MAC,2014,No carbon tax
MAC,2015,No carbon tax
MAC,2016,No carbon tax
MAC,2017,No carbon tax
MAC,2018,No carbon tax
MAC,2019,No carbon tax
MAC,2020,No carbon tax
MAC,2021,No carbon tax
MAC,2022,No carbon tax
MDG,1989,No carbon tax
MDG,1990,No carbon tax
MDG,1991,No carbon tax
MDG,1992,No carbon tax
MDG,1993,No carbon tax
MDG,1994,No carbon tax
MDG,1995,No carbon tax
MDG,1996,No carbon tax
MDG,1997,No carbon tax
MDG,1998,No carbon tax
MDG,1999,No carbon tax
MDG,2000,No carbon tax
MDG,2001,No carbon tax
MDG,2002,No carbon tax
MDG,2003,No carbon tax
MDG,2004,No carbon tax
MDG,2005,No carbon tax
MDG,2006,No carbon tax
MDG,2007,No carbon tax
MDG,2008,No carbon tax
MDG,2009,No carbon tax
MDG,2010,No carbon tax
MDG,2011,No carbon tax
MDG,2012,No carbon tax
MDG,2013,No carbon tax
MDG,2014,No carbon tax
MDG,2015,No carbon tax
MDG,2016,No carbon tax
MDG,2017,No carbon tax
MDG,2018,No carbon tax
MDG,2019,No carbon tax
MDG,2020,No carbon tax
MDG,2021,No carbon tax
MDG,2022,No carbon tax
MWI,1989,No carbon tax
MWI,1990,No carbon tax
MWI,1991,No carbon tax
MWI,1992,No carbon tax
MWI,1993,No carbon tax
MWI,1994,No carbon tax
MWI,1995,No carbon tax
MWI,1996,No carbon tax
MWI,1997,No carbon tax
MWI,1998,No carbon tax
MWI,1999,No carbon tax
MWI,2000,No carbon tax
MWI,2001,No carbon tax
MWI,2002,No carbon tax
MWI,2003,No carbon tax
MWI,2004,No carbon tax
MWI,2005,No carbon tax
MWI,2006,No carbon tax
MWI,2007,No carbon tax
MWI,2008,No carbon tax
MWI,2009,No carbon tax
MWI,2010,No carbon tax
MWI,2011,No carbon tax
MWI,2012,No carbon tax
MWI,2013,No carbon tax
MWI,2014,No carbon tax
MWI,2015,No carbon tax
MWI,2016,No carbon tax
MWI,2017,No carbon tax
MWI,2018,No carbon tax
MWI,2019,No carbon tax
MWI,2020,No carbon tax
MWI,2021,No carbon tax
MWI,2022,No carbon tax
MYS,1989,No carbon tax
MYS,1990,No carbon tax
MYS,1991,No carbon tax
MYS,1992,No carbon tax
MYS,1993,No carbon tax
MYS,1994,No carbon tax
MYS,1995,No carbon tax
MYS,1996,No carbon tax
MYS,1997,No carbon tax
MYS,1998,No carbon tax
MYS,1999,No carbon tax
MYS,2000,No carbon tax
MYS,2001,No carbon tax
MYS,2002,No carbon tax
MYS,2003,No carbon tax
MYS,2004,No carbon tax
MYS,2005,No carbon tax
MYS,2006,No carbon tax
MYS,2007,No carbon tax
MYS,2008,No carbon tax
MYS,2009,No carbon tax
MYS,2010,No carbon tax
MYS,2011,No carbon tax
MYS,2012,No carbon tax
MYS,2013,No carbon tax
MYS,2014,No carbon tax
MYS,2015,No carbon tax
MYS,2016,No carbon tax
MYS,2017,No carbon tax
MYS,2018,No carbon tax
MYS,2019,No carbon tax
MYS,2020,No carbon tax
MYS,2021,No carbon tax
MYS,2022,No carbon tax
MDV,1989,No carbon tax
MDV,1990,No carbon tax
MDV,1991,No carbon tax
MDV,1992,No carbon tax
MDV,1993,No carbon tax
MDV,1994,No carbon tax
MDV,1995,No carbon tax
MDV,1996,No carbon tax
MDV,1997,No carbon tax
MDV,1998,No carbon tax
MDV,1999,No carbon tax
MDV,2000,No carbon tax
MDV,2001,No carbon tax
MDV,2002,No carbon tax
MDV,2003,No carbon tax
MDV,2004,No carbon tax
MDV,2005,No carbon tax
MDV,2006,No carbon tax
MDV,2007,No carbon tax
MDV,2008,No carbon tax
MDV,2009,No carbon tax
MDV,2010,No carbon tax
MDV,2011,No carbon tax
MDV,2012,No carbon tax
MDV,2013,No carbon tax
MDV,2014,No carbon tax
MDV,2015,No carbon tax
MDV,2016,No carbon tax
MDV,2017,No carbon tax
MDV,2018,No carbon tax
MDV,2019,No carbon tax
MDV,2020,No carbon tax
MDV,2021,No carbon tax
MDV,2022,No carbon tax
MLI,1989,No carbon tax
MLI,1990,No carbon tax
MLI,1991,No carbon tax
MLI,1992,No carbon tax
MLI,1993,No carbon tax
MLI,1994,No carbon tax
MLI,1995,No carbon tax
MLI,1996,No carbon tax
MLI,1997,No carbon tax
MLI,1998,No carbon tax
MLI,1999,No carbon tax
MLI,2000,No carbon tax
MLI,2001,No carbon tax
MLI,2002,No carbon tax
MLI,2003,No carbon tax
MLI,2004,No carbon tax
MLI,2005,No carbon tax
MLI,2006,No carbon tax
MLI,2007,No carbon tax
MLI,2008,No carbon tax
MLI,2009,No carbon tax
MLI,2010,No carbon tax
MLI,2011,No carbon tax
MLI,2012,No carbon tax
MLI,2013,No carbon tax
MLI,2014,No carbon tax
MLI,2015,No carbon tax
MLI,2016,No carbon tax
MLI,2017,No carbon tax
MLI,2018,No carbon tax
MLI,2019,No carbon tax
MLI,2020,No carbon tax
MLI,2021,No carbon tax
MLI,2022,No carbon tax
MLT,1989,No carbon tax
MLT,1990,No carbon tax
MLT,1991,No carbon tax
MLT,1992,No carbon tax
MLT,1993,No carbon tax
MLT,1994,No carbon tax
MLT,1995,No carbon tax
MLT,1996,No carbon tax
MLT,1997,No carbon tax
MLT,1998,No carbon tax
MLT,1999,No carbon tax
MLT,2000,No carbon tax
MLT,2001,No carbon tax
MLT,2002,No carbon tax
MLT,2003,No carbon tax
MLT,2004,No carbon tax
MLT,2005,No carbon tax
MLT,2006,No carbon tax
MLT,2007,No carbon tax
MLT,2008,No carbon tax
MLT,2009,No carbon tax
MLT,2010,No carbon tax
MLT,2011,No carbon tax
MLT,2012,No carbon tax
MLT,2013,No carbon tax
MLT,2014,No carbon tax
MLT,2015,No carbon tax
MLT,2016,No carbon tax
MLT,2017,No carbon tax
MLT,2018,No carbon tax
MLT,2019,No carbon tax
MLT,2020,No carbon tax
MLT,2021,No carbon tax
MLT,2022,No carbon tax
MHL,1989,No carbon tax
MHL,1990,No carbon tax
MHL,1991,No carbon tax
MHL,1992,No carbon tax
MHL,1993,No carbon tax
MHL,1994,No carbon tax
MHL,1995,No carbon tax
MHL,1996,No carbon tax
MHL,1997,No carbon tax
MHL,1998,No carbon tax
MHL,1999,No carbon tax
MHL,2000,No carbon tax
MHL,2001,No carbon tax
MHL,2002,No carbon tax
MHL,2003,No carbon tax
MHL,2004,No carbon tax
MHL,2005,No carbon tax
MHL,2006,No carbon tax
MHL,2007,No carbon tax
MHL,2008,No carbon tax
MHL,2009,No carbon tax
MHL,2010,No carbon tax
MHL,2011,No carbon tax
MHL,2012,No carbon tax
MHL,2013,No carbon tax
MHL,2014,No carbon tax
MHL,2015,No carbon tax
MHL,2016,No carbon tax
MHL,2017,No carbon tax
MHL,2018,No carbon tax
MHL,2019,No carbon tax
MHL,2020,No carbon tax
MHL,2021,No carbon tax
MHL,2022,No carbon tax
MRT,1989,No carbon tax
MRT,1990,No carbon tax
MRT,1991,No carbon tax
MRT,1992,No carbon tax
MRT,1993,No carbon tax
MRT,1994,No carbon tax
MRT,1995,No carbon tax
MRT,1996,No carbon tax
MRT,1997,No carbon tax
MRT,1998,No carbon tax
MRT,1999,No carbon tax
MRT,2000,No carbon tax
MRT,2001,No carbon tax
MRT,2002,No carbon tax
MRT,2003,No carbon tax
MRT,2004,No carbon tax
MRT,2005,No carbon tax
MRT,2006,No carbon tax
MRT,2007,No carbon tax
MRT,2008,No carbon tax
MRT,2009,No carbon tax
MRT,2010,No carbon tax
MRT,2011,No carbon tax
MRT,2012,No carbon tax
MRT,2013,No carbon tax
MRT,2014,No carbon tax
MRT,2015,No carbon tax
MRT,2016,No carbon tax
MRT,2017,No carbon tax
MRT,2018,No carbon tax
MRT,2019,No carbon tax
MRT,2020,No carbon tax
MRT,2021,No carbon tax
MRT,2022,No carbon tax
MUS,1989,No carbon tax
MUS,1990,No carbon tax
MUS,1991,No carbon tax
MUS,1992,No carbon tax
MUS,1993,No carbon tax
MUS,1994,No carbon tax
MUS,1995,No carbon tax
MUS,1996,No carbon tax
MUS,1997,No carbon tax
MUS,1998,No carbon tax
MUS,1999,No carbon tax
MUS,2000,No carbon tax
MUS,2001,No carbon tax
MUS,2002,No carbon tax
MUS,2003,No carbon tax
MUS,2004,No carbon tax
MUS,2005,No carbon tax
MUS,2006,No carbon tax
MUS,2007,No carbon tax
MUS,2008,No carbon tax
MUS,2009,No carbon tax
MUS,2010,No carbon tax
MUS,2011,No carbon tax
MUS,2012,No carbon tax
MUS,2013,No carbon tax
MUS,2014,No carbon tax
MUS,2015,No carbon tax
MUS,2016,No carbon tax
MUS,2017,No carbon tax
MUS,2018,No carbon tax
MUS,2019,No carbon tax
MUS,2020,No carbon tax
MUS,2021,No carbon tax
MUS,2022,No carbon tax
MEX,1989,No carbon tax
MEX,1990,No carbon tax
MEX,1991,No carbon tax
MEX,1992,No carbon tax
MEX,1993,No carbon tax
MEX,1994,No carbon tax
MEX,1995,No carbon tax
MEX,1996,No carbon tax
MEX,1997,No carbon tax
MEX,1998,No carbon tax
MEX,1999,No carbon tax
MEX,2000,No carbon tax
MEX,2001,No carbon tax
MEX,2002,No carbon tax
MEX,2003,No carbon tax
MEX,2004,No carbon tax
MEX,2005,No carbon tax
MEX,2006,No carbon tax
MEX,2007,No carbon tax
MEX,2008,No carbon tax
MEX,2009,No carbon tax
MEX,2010,No carbon tax
MEX,2011,No carbon tax
MEX,2012,No carbon tax
MEX,2013,No carbon tax
MEX,2014,Has a carbon tax
MEX,2015,Has a carbon tax
MEX,2016,Has a carbon tax
MEX,2017,Has a carbon tax
MEX,2018,Has a carbon tax
MEX,2019,Has a carbon tax
MEX,2020,Has a carbon tax
MEX,2021,Has a carbon tax
MEX,2022,Has a carbon tax
FSM,1989,No carbon tax
FSM,1990,No carbon tax
FSM,1991,No carbon tax
FSM,1992,No carbon tax
FSM,1993,No carbon tax
FSM,1994,No carbon tax
FSM,1995,No carbon tax
FSM,1996,No carbon tax
FSM,1997,No carbon tax
FSM,1998,No carbon tax
FSM,1999,No carbon tax
FSM,2000,No carbon tax
FSM,2001,No carbon tax
FSM,2002,No carbon tax
FSM,2003,No carbon tax
FSM,2004,No carbon tax
FSM,2005,No carbon tax
FSM,2006,No carbon tax
FSM,2007,No carbon tax
FSM,2008,No carbon tax
FSM,2009,No carbon tax
FSM,2010,No carbon tax
FSM,2011,No carbon tax
FSM,2012,No carbon tax
FSM,2013,No carbon tax
FSM,2014,No carbon tax
FSM,2015,No carbon tax
FSM,2016,No carbon tax
FSM,2017,No carbon tax
FSM,2018,No carbon tax
FSM,2019,No carbon tax
FSM,2020,No carbon tax
FSM,2021,No carbon tax
FSM,2022,No carbon tax
MDA,1989,No carbon tax
MDA,1990,No carbon tax
MDA,1991,No carbon tax
MDA,1992,No carbon tax
MDA,1993,No carbon tax
MDA,1994,No carbon tax
MDA,1995,No carbon tax
MDA,1996,No carbon tax
MDA,1997,No carbon tax
MDA,1998,No carbon tax
MDA,1999,No carbon tax
MDA,2000,No carbon tax
MDA,2001,No carbon tax
MDA,2002,No carbon tax
MDA,2003,No carbon tax
MDA,2004,No carbon tax
MDA,2005,No carbon tax
MDA,2006,No carbon tax
MDA,2007,No carbon tax
MDA,2008,No carbon tax
MDA,2009,No carbon tax
MDA,2010,No carbon tax
MDA,2011,No carbon tax
MDA,2012,No carbon tax
MDA,2013,No carbon tax
MDA,2014,No carbon tax
MDA,2015,No carbon tax
MDA,2016,No carbon tax
MDA,2017,No carbon tax
MDA,2018,No carbon tax
MDA,2019,No carbon tax
MDA,2020,No carbon tax
MDA,2021,No carbon tax
MDA,2022,No carbon tax
MCO,1989,No carbon tax
MCO,1990,No carbon tax
