Code,Year,Covered by emissions trading system in at least one sector
LIE,2003,No ETS
LIE,2004,No ETS
LIE,2005,No ETS
LIE,2006,No ETS
LIE,2007,No ETS
LIE,2008,No ETS
LIE,2009,Has an ETS
LIE,2010,Has an ETS
LIE,2011,Has an ETS
LIE,2012,Has an ETS
LIE,2013,Has an ETS
LIE,2014,Has an ETS
LIE,2015,Has an ETS
LIE,2016,Has an ETS
LIE,2017,Has an ETS
LIE,2018,Has an ETS
LIE,2019,Has an ETS
LIE,2020,Has an ETS
LIE,2021,Has an ETS
LIE,2022,Has an ETS
LTU,1989,No ETS
LTU,1990,No ETS
LTU,1991,No ETS
LTU,1992,No ETS
LTU,1993,No ETS
LTU,1994,No ETS
LTU,1995,No ETS
LTU,1996,No ETS
LTU,1997,No ETS
LTU,1998,No ETS
LTU,1999,No ETS
LTU,2000,No ETS
LTU,2001,No ETS
LTU,2002,No ETS
LTU,2003,No ETS
LTU,2004,No ETS
LTU,2005,Has an ETS
LTU,2006,Has an ETS
LTU,2007,Has an ETS
LTU,2008,Has an ETS
LTU,2009,Has an ETS
LTU,2010,Has an ETS
LTU,2011,Has an ETS
LTU,2012,Has an ETS
LTU,2013,Has an ETS
LTU,2014,Has an ETS
LTU,2015,Has an ETS
LTU,2016,Has an ETS
LTU,2017,Has an ETS
LTU,2018,Has an ETS
LTU,2019,Has an ETS
LTU,2020,Has an ETS
LTU,2021,Has an ETS
LTU,2022,Has an ETS
LUX,1989,No ETS
LUX,1990,No ETS
LUX,1991,No ETS
LUX,1992,No ETS
LUX,1993,No ETS
LUX,1994,No ETS
LUX,1995,No ETS
LUX,1996,No ETS
LUX,1997,No ETS
LUX,1998,No ETS
LUX,1999,No ETS
LUX,2000,No ETS
LUX,2001,No ETS
LUX,2002,No ETS
LUX,2003,No ETS
LUX,2004,No ETS
LUX,2005,Has an ETS
LUX,2006,Has an ETS
LUX,2007,Has an ETS
LUX,2008,Has an ETS
LUX,2009,Has an ETS
LUX,2010,Has an ETS
LUX,2011,Has an ETS
LUX,2012,Has an ETS
LUX,2013,Has an ETS
LUX,2014,Has an ETS
LUX,2015,Has an ETS
LUX,2016,Has an ETS
LUX,2017,Has an ETS
LUX,2018,Has an ETS
LUX,2019,Has an ETS
LUX,2020,Has an ETS
LUX,2021,Has an ETS
LUX,2022,Has an ETS
MAC,1989,No ETS
MAC,1990,No ETS
MAC,1991,No ETS
MAC,1992,No ETS
MAC,1993,No ETS
MAC,1994,No ETS
MAC,1995,No ETS
MAC,1996,No ETS
MAC,1997,No ETS
MAC,1998,No ETS
MAC,1999,No ETS
MAC,2000,No ETS
MAC,2001,No ETS
MAC,2002,No ETS
MAC,2003,No ETS
MAC,2004,No ETS
MAC,2005,No ETS
MAC,2006,No ETS
MAC,2007,No ETS
MAC,2008,No ETS
MAC,2009,No ETS
MAC,2010,No ETS
MAC,2011,No ETS
MAC,2012,No ETS
MAC,2013,No ETS
MAC,2014,No ETS
MAC,2015,No ETS
MAC,2016,No ETS
MAC,2017,No ETS
MAC,2018,No ETS
MAC,2019,No ETS
MAC,2020,No ETS
MAC,2021,No ETS
MAC,2022,No ETS
MDG,1989,No ETS
MDG,1990,No ETS
MDG,1991,No ETS
MDG,1992,No ETS
MDG,1993,No ETS
MDG,1994,No ETS
MDG,1995,No ETS
MDG,1996,No ETS
MDG,1997,No ETS
MDG,1998,No ETS
MDG,1999,No ETS
MDG,2000,No ETS
MDG,2001,No ETS
MDG,2002,No ETS
MDG,2003,No ETS
MDG,2004,No ETS
MDG,2005,No ETS
MDG,2006,No ETS
MDG,2007,No ETS
MDG,2008,No ETS
MDG,2009,No ETS
MDG,2010,No ETS
MDG,2011,No ETS
MDG,2012,No ETS
MDG,2013,No ETS
MDG,2014,No ETS
MDG,2015,No ETS
MDG,2016,No ETS
MDG,2017,No ETS
MDG,2018,No ETS
MDG,2019,No ETS
MDG,2020,No ETS
MDG,2021,No ETS
MDG,2022,No ETS
MWI,1989,No ETS
MWI,1990,No ETS
MWI,1991,No ETS
MWI,1992,No ETS
MWI,1993,No ETS
MWI,1994,No ETS
MWI,1995,No ETS
MWI,1996,No ETS
MWI,1997,No ETS
MWI,1998,No ETS
MWI,1999,No ETS
MWI,2000,No ETS
MWI,2001,No ETS
MWI,2002,No ETS
MWI,2003,No ETS
MWI,2004,No ETS
MWI,2005,No ETS
MWI,2006,No ETS
MWI,2007,No ETS
MWI,2008,No ETS
MWI,2009,No ETS
MWI,2010,No ETS
MWI,2011,No ETS
MWI,2012,No ETS
MWI,2013,No ETS
MWI,2014,No ETS
MWI,2015,No ETS
MWI,2016,No ETS
MWI,2017,No ETS
MWI,2018,No ETS
MWI,2019,No ETS
MWI,2020,No ETS
MWI,2021,No ETS
MWI,2022,No ETS
MYS,1989,No ETS
MYS,1990,No ETS
MYS,1991,No ETS
MYS,1992,No ETS
MYS,1993,No ETS
MYS,1994,No ETS
MYS,1995,No ETS
MYS,1996,No ETS
MYS,1997,No ETS
MYS,1998,No ETS
MYS,1999,No ETS
MYS,2000,No ETS
MYS,2001,No ETS
MYS,2002,No ETS
MYS,2003,No ETS
MYS,2004,No ETS
MYS,2005,No ETS
MYS,2006,No ETS
MYS,2007,No ETS
MYS,2008,No ETS
MYS,2009,No ETS
MYS,2010,No ETS
MYS,2011,No ETS
MYS,2012,No ETS
MYS,2013,No ETS
MYS,2014,No ETS
MYS,2015,No ETS
MYS,2016,No ETS
MYS,2017,No ETS
MYS,2018,No ETS
MYS,2019,No ETS
MYS,2020,No ETS
MYS,2021,No ETS
MYS,2022,No ETS
MDV,1989,No ETS
MDV,1990,No ETS
MDV,1991,No ETS
MDV,1992,No ETS
MDV,1993,No ETS
MDV,1994,No ETS
MDV,1995,No ETS
MDV,1996,No ETS
MDV,1997,No ETS
MDV,1998,No ETS
MDV,1999,No ETS
MDV,2000,No ETS
MDV,2001,No ETS
MDV,2002,No ETS
MDV,2003,No ETS
MDV,2004,No ETS
MDV,2005,No ETS
MDV,2006,No ETS
MDV,2007,No ETS
MDV,2008,No ETS
MDV,2009,No ETS
MDV,2010,No ETS
MDV,2011,No ETS
MDV,2012,No ETS
MDV,2013,No ETS
MDV,2014,No ETS
MDV,2015,No ETS
MDV,2016,No ETS
MDV,2017,No ETS
MDV,2018,No ETS
MDV,2019,No ETS
MDV,2020,No ETS
MDV,2021,No ETS
MDV,2022,No ETS
MLI,1989,No ETS
MLI,1990,No ETS
MLI,1991,No ETS
MLI,1992,No ETS
MLI,1993,No ETS
MLI,1994,No ETS
MLI,1995,No ETS
MLI,1996,No ETS
MLI,1997,No ETS
MLI,1998,No ETS
MLI,1999,No ETS
MLI,2000,No ETS
MLI,2001,No ETS
MLI,2002,No ETS
MLI,2003,No ETS
MLI,2004,No ETS
MLI,2005,No ETS
MLI,2006,No ETS
MLI,2007,No ETS
MLI,2008,No ETS
MLI,2009,No ETS
MLI,2010,No ETS
MLI,2011,No ETS
MLI,2012,No ETS
MLI,2013,No ETS
MLI,2014,No ETS
MLI,2015,No ETS
MLI,2016,No ETS
MLI,2017,No ETS
MLI,2018,No ETS
MLI,2019,No ETS
MLI,2020,No ETS
MLI,2021,No ETS
MLI,2022,No ETS
MLT,1989,No ETS
MLT,1990,No ETS
MLT,1991,No ETS
MLT,1992,No ETS
MLT,1993,No ETS
MLT,1994,No ETS
MLT,1995,No ETS
MLT,1996,No ETS
MLT,1997,No ETS
MLT,1998,No ETS
MLT,1999,No ETS
MLT,2000,No ETS
MLT,2001,No ETS
MLT,2002,No ETS
MLT,2003,No ETS
MLT,2004,No ETS
MLT,2005,Has an ETS
MLT,2006,Has an ETS
MLT,2007,Has an ETS
MLT,2008,Has an ETS
MLT,2009,Has an ETS
MLT,2010,Has an ETS
MLT,2011,Has an ETS
MLT,2012,Has an ETS
MLT,2013,Has an ETS
MLT,2014,Has an ETS
MLT,2015,Has an ETS
MLT,2016,Has an ETS
MLT,2017,Has an ETS
MLT,2018,Has an ETS
MLT,2019,Has an ETS
MLT,2020,Has an ETS
MLT,2021,Has an ETS
MLT,2022,Has an ETS
MHL,1989,No ETS
MHL,1990,No ETS
MHL,1991,No ETS
MHL,1992,No ETS
MHL,1993,No ETS
MHL,1994,No ETS
MHL,1995,No ETS
MHL,1996,No ETS
MHL,1997,No ETS
MHL,1998,No ETS
MHL,1999,No ETS
MHL,2000,No ETS
MHL,2001,No ETS
MHL,2002,No ETS
MHL,2003,No ETS
MHL,2004,No ETS
MHL,2005,No ETS
MHL,2006,No ETS
MHL,2007,No ETS
MHL,2008,No ETS
MHL,2009,No ETS
MHL,2010,No ETS
MHL,2011,No ETS
MHL,2012,No ETS
MHL,2013,No ETS
MHL,2014,No ETS
MHL,2015,No ETS
MHL,2016,No ETS
MHL,2017,No ETS
MHL,2018,No ETS
MHL,2019,No ETS
MHL,2020,No ETS
MHL,2021,No ETS
MHL,2022,No ETS
MRT,1989,No ETS
MRT,1990,No ETS
MRT,1991,No ETS
MRT,1992,No ETS
MRT,1993,No ETS
MRT,1994,No ETS
MRT,1995,No ETS
MRT,1996,No ETS
MRT,1997,No ETS
MRT,1998,No ETS
MRT,1999,No ETS
MRT,2000,No ETS
MRT,2001,No ETS
MRT,2002,No ETS
MRT,2003,No ETS
MRT,2004,No ETS
MRT,2005,No ETS
MRT,2006,No ETS
MRT,2007,No ETS
MRT,2008,No ETS
MRT,2009,No ETS
MRT,2010,No ETS
MRT,2011,No ETS
MRT,2012,No ETS
MRT,2013,No ETS
MRT,2014,No ETS
MRT,2015,No ETS
MRT,2016,No ETS
MRT,2017,No ETS
MRT,2018,No ETS
MRT,2019,No ETS
MRT,2020,No ETS
MRT,2021,No ETS
MRT,2022,No ETS
MUS,1989,No ETS
MUS,1990,No ETS
MUS,1991,No ETS
MUS,1992,No ETS
MUS,1993,No ETS
MUS,1994,No ETS
MUS,1995,No ETS
MUS,1996,No ETS
MUS,1997,No ETS
MUS,1998,No ETS
MUS,1999,No ETS
MUS,2000,No ETS
MUS,2001,No ETS
MUS,2002,No ETS
MUS,2003,No ETS
MUS,2004,No ETS
MUS,2005,No ETS
MUS,2006,No ETS
MUS,2007,No ETS
MUS,2008,No ETS
MUS,2009,No ETS
MUS,2010,No ETS
MUS,2011,No ETS
MUS,2012,No ETS
MUS,2013,No ETS
MUS,2014,No ETS
MUS,2015,No ETS
MUS,2016,No ETS
MUS,2017,No ETS
MUS,2018,No ETS
MUS,2019,No ETS
MUS,2020,No ETS
MUS,2021,No ETS
MUS,2022,No ETS
MEX,1989,No ETS
MEX,1990,No ETS
MEX,1991,No ETS
MEX,1992,No ETS
MEX,1993,No ETS
MEX,1994,No ETS
MEX,1995,No ETS
MEX,1996,No ETS
MEX,1997,No ETS
MEX,1998,No ETS
MEX,1999,No ETS
MEX,2000,No ETS
MEX,2001,No ETS
MEX,2002,No ETS
MEX,2003,No ETS
MEX,2004,No ETS
MEX,2005,No ETS
MEX,2006,No ETS
MEX,2007,No ETS
MEX,2008,No ETS
MEX,2009,No ETS
MEX,2010,No ETS
MEX,2011,No ETS
MEX,2012,No ETS
MEX,2013,No ETS
MEX,2014,No ETS
MEX,2015,No ETS
MEX,2016,No ETS
MEX,2017,No ETS
MEX,2018,No ETS
MEX,2019,No ETS
MEX,2020,No ETS
MEX,2021,Has an ETS
MEX,2022,Has an ETS
FSM,1989,No ETS
FSM,1990,No ETS
FSM,1991,No ETS
FSM,1992,No ETS
FSM,1993,No ETS
FSM,1994,No ETS
FSM,1995,No ETS
FSM,1996,No ETS
FSM,1997,No ETS
FSM,1998,No ETS
FSM,1999,No ETS
FSM,2000,No ETS
FSM,2001,No ETS
FSM,2002,No ETS
FSM,2003,No ETS
FSM,2004,No ETS
FSM,2005,No ETS
FSM,2006,No ETS
FSM,2007,No ETS
FSM,2008,No ETS
FSM,2009,No ETS
FSM,2010,No ETS
FSM,2011,No ETS
FSM,2012,No ETS
FSM,2013,No ETS
FSM,2014,No ETS
FSM,2015,No ETS
FSM,2016,No ETS
FSM,2017,No ETS
FSM,2018,No ETS
FSM,2019,No ETS
FSM,2020,No ETS
FSM,2021,No ETS
FSM,2022,No ETS
MDA,1989,No ETS
MDA,1990,No ETS
MDA,1991,No ETS
MDA,1992,No ETS
MDA,1993,No ETS
MDA,1994,No ETS
MDA,1995,No ETS
MDA,1996,No ETS
MDA,1997,No ETS
MDA,1998,No ETS
MDA,1999,No ETS
MDA,2000,No ETS
MDA,2001,No ETS
MDA,2002,No ETS
MDA,2003,No ETS
MDA,2004,No ETS
MDA,2005,No ETS
MDA,2006,No ETS
MDA,2007,No ETS
MDA,2008,No ETS
MDA,2009,No ETS
MDA,2010,No ETS
MDA,2011,No ETS
MDA,2012,No ETS
MDA,2013,No ETS
MDA,2014,No ETS
MDA,2015,No ETS
MDA,2016,No ETS
MDA,2017,No ETS
MDA,2018,No ETS
MDA,2019,No ETS
MDA,2020,No ETS
MDA,2021,No ETS
MDA,2022,No ETS
MCO,1989,No ETS
MCO,1990,No ETS
MCO,1991,No ETS
MCO,1992,No ETS
MCO,1993,No ETS
MCO,1994,No ETS
MCO,1995,No ETS
MCO,1996,No ETS
MCO,1997,No ETS
MCO,1998,No ETS
MCO,1999,No ETS
MCO,2000,No ETS
MCO,2001,No ETS
MCO,2002,No ETS
MCO,2003,No ETS
MCO,2004,No ETS
MCO,2005,No ETS
MCO,2006,No ETS
MCO,2007,No ETS
MCO,2008,No ETS
MCO,2009,No ETS
MCO,2010,No ETS
MCO,2011,No ETS
MCO,2012,No ETS
MCO,2013,No ETS
MCO,2014,No ETS
MCO,2015,No ETS
MCO,2016,No ETS
MCO,2017,No ETS
MCO,2018,No ETS
MCO,2019,No ETS
MCO,2020,No ETS
MCO,2021,No ETS
MCO,2022,No ETS
MNG,1989,No ETS
MNG,1990,No ETS
MNG,1991,No ETS
MNG,1992,No ETS
MNG,1993,No ETS
MNG,1994,No ETS
MNG,1995,No ETS
MNG,1996,No ETS
MNG,1997,No ETS
MNG,1998,No ETS
MNG,1999,No ETS
MNG,2000,No ETS
MNG,2001,No ETS
MNG,2002,No ETS
MNG,2003,No ETS
MNG,2004,No ETS
MNG,2005,No ETS
MNG,2006,No ETS
MNG,2007,No ETS
MNG,2008,No ETS
MNG,2009,No ETS
MNG,2010,No ETS
MNG,2011,No ETS
MNG,2012,No ETS
MNG,2013,No ETS
MNG,2014,No ETS
MNG,2015,No ETS
MNG,2016,No ETS
MNG,2017,No ETS
MNG,2018,No ETS
MNG,2019,No ETS
MNG,2020,No ETS
MNG,2021,No ETS
MNG,2022,No ETS
MNE,1989,No ETS
MNE,1990,No ETS
MNE,1991,No ETS
MNE,1992,No ETS
MNE,1993,No ETS
MNE,1994,No ETS
MNE,1995,No ETS
MNE,1996,No ETS
MNE,1997,No ETS
MNE,1998,No ETS
MNE,1999,No ETS
MNE,2000,No ETS
MNE,2001,No ETS
MNE,2002,No ETS
MNE,2003,No ETS
MNE,2004,No ETS
MNE,2005,No ETS
MNE,2006,No ETS
MNE,2007,No ETS
MNE,2008,No ETS
MNE,2009,No ETS
MNE,2010,No ETS
MNE,2011,No ETS
MNE,2012,No ETS
MNE,2013,No ETS
MNE,2014,No ETS
MNE,2015,No ETS
MNE,2016,No ETS
MNE,2017,No ETS
MNE,2018,No ETS
MNE,2019,No ETS
MNE,2020,Has an ETS
MNE,2021,Has an ETS
MNE,2022,Has an ETS
MAR,1989,No ETS
MAR,1990,No ETS
MAR,1991,No ETS
MAR,1992,No ETS
MAR,1993,No ETS
MAR,1994,No ETS
MAR,1995,No ETS
MAR,1996,No ETS
MAR,1997,No ETS
MAR,1998,No ETS
MAR,1999,No ETS
MAR,2000,No ETS
MAR,2001,No ETS
MAR,2002,No ETS
MAR,2003,No ETS
MAR,2004,No ETS
MAR,2005,No ETS
MAR,2006,No ETS
MAR,2007,No ETS
MAR,2008,No ETS
MAR,2009,No ETS
MAR,2010,No ETS
MAR,2011,No ETS
MAR,2012,No ETS
MAR,2013,No ETS
MAR,2014,No ETS
MAR,2015,No ETS
MAR,2016,No ETS
MAR,2017,No ETS
MAR,2018,No ETS
MAR,2019,No ETS
MAR,2020,No ETS
MAR,2021,No ETS
MAR,2022,No ETS
MOZ,1989,No ETS
MOZ,1990,No ETS
MOZ,1991,No ETS
MOZ,1992,No ETS
MOZ,1993,No ETS
MOZ,1994,No ETS
MOZ,1995,No ETS
MOZ,1996,No ETS
MOZ,1997,No ETS
MOZ,1998,No ETS
MOZ,1999,No ETS
MOZ,2000,No ETS
MOZ,2001,No ETS
MOZ,2002,No ETS
MOZ,2003,No ETS
MOZ,2004,No ETS
MOZ,2005,No ETS
MOZ,2006,No ETS
MOZ,2007,No ETS
MOZ,2008,No ETS
MOZ,2009,No ETS
MOZ,2010,No ETS
MOZ,2011,No ETS
MOZ,2012,No ETS
MOZ,2013,No ETS
MOZ,2014,No ETS
MOZ,2015,No ETS
MOZ,2016,No ETS
MOZ,2017,No ETS
MOZ,2018,No ETS
MOZ,2019,No ETS
MOZ,2020,No ETS
MOZ,2021,No ETS
MOZ,2022,No ETS
MMR,1989,No ETS
MMR,1990,No ETS
MMR,1991,No ETS
MMR,1992,No ETS
MMR,1993,No ETS
MMR,1994,No ETS
MMR,1995,No ETS
MMR,1996,No ETS
MMR,1997,No ETS
MMR,1998,No ETS
MMR,1999,No ETS
MMR,2000,No ETS
MMR,2001,No ETS
MMR,2002,No ETS
MMR,2003,No ETS
MMR,2004,No ETS
MMR,2005,No ETS
MMR,2006,No ETS
MMR,2007,No ETS
MMR,2008,No ETS
MMR,2009,No ETS
MMR,2010,No ETS
MMR,2011,No ETS
MMR,2012,No ETS
MMR,2013,No ETS
MMR,2014,No ETS
MMR,2015,No ETS
MMR,2016,No ETS
MMR,2017,No ETS
MMR,2018,No ETS
MMR,2019,No ETS
MMR,2020,No ETS
MMR,2021,No ETS
MMR,2022,No ETS
NAM,1989,No ETS
NAM,1990,No ETS
NAM,1991,No ETS
NAM,1992,No ETS
NAM,1993,No ETS
NAM,1994,No ETS
NAM,1995,No ETS
NAM,1996,No ETS
NAM,1997,No ETS
NAM,1998,No ETS
NAM,1999,No ETS
NAM,2000,No ETS
NAM,2001,No ETS
NAM,2002,No ETS
NAM,2003,No ETS
NAM,2004,No ETS
NAM,2005,No ETS
NAM,2006,No ETS
NAM,2007,No ETS
NAM,2008,No ETS
NAM,2009,No ETS
NAM,2010,No ETS
NAM,2011,No ETS
NAM,2012,No ETS
NAM,2013,No ETS
NAM,2014,No ETS
NAM,2015,No ETS
NAM,2016,No ETS
NAM,2017,No ETS
NAM,2018,No ETS
NAM,2019,No ETS
NAM,2020,No ETS
NAM,2021,No ETS
NAM,2022,No ETS
NRU,1989,No ETS
NRU,1990,No ETS
NRU,1991,No ETS
NRU,1992,No ETS
NRU,1993,No ETS
NRU,1994,No ETS
NRU,1995,No ETS
NRU,1996,No ETS
NRU,1997,No ETS
NRU,1998,No ETS
NRU,1999,No ETS
NRU,2000,No ETS
NRU,2001,No ETS
NRU,2002,No ETS
NRU,2003,No ETS
NRU,2004,No ETS
NRU,2005,No ETS
NRU,2006,No ETS
NRU,2007,No ETS
NRU,2008,No ETS
NRU,2009,No ETS
NRU,2010,No ETS
NRU,2011,No ETS
NRU,2012,No ETS
NRU,2013,No ETS
NRU,2014,No ETS
NRU,2015,No ETS
NRU,2016,No ETS
NRU,2017,No ETS
NRU,2018,No ETS
NRU,2019,No ETS
NRU,2020,No ETS
NRU,2021,No ETS
NRU,2022,No ETS
NPL,1989,No ETS
NPL,1990,No ETS
NPL,1991,No ETS
NPL,1992,No ETS
NPL,1993,No ETS
NPL,1994,No ETS
NPL,1995,No ETS
NPL,1996,No ETS
NPL,1997,No ETS
NPL,1998,No ETS
NPL,1999,No ETS
NPL,2000,No ETS
NPL,2001,No ETS
NPL,2002,No ETS
NPL,2003,No ETS
NPL,2004,No ETS
NPL,2005,No ETS
NPL,2006,No ETS
NPL,2007,No ETS
NPL,2008,No ETS
NPL,2009,No ETS
NPL,2010,No ETS
NPL,2011,No ETS
NPL,2012,No ETS
NPL,2013,No ETS
NPL,2014,No ETS
NPL,2015,No ETS
NPL,2016,No ETS
NPL,2017,No ETS
NPL,2018,No ETS
NPL,2019,No ETS
NPL,2020,No ETS
NPL,2021,No ETS
NPL,2022,No ETS
NLD,1989,No ETS
NLD,1990,No ETS
NLD,1991,No ETS
NLD,1992,No ETS
NLD,1993,No ETS
NLD,1994,No ETS
NLD,1995,No ETS
NLD,1996,No ETS
NLD,1997,No ETS
NLD,1998,No ETS
NLD,1999,No ETS
NLD,2000,No ETS
NLD,2001,No ETS
NLD,2002,No ETS
NLD,2003,No ETS
NLD,2004,No ETS
NLD,2005,Has an ETS
NLD,2006,Has an ETS
NLD,2007,Has an ETS
NLD,2008,Has an ETS
NLD,2009,Has an ETS
NLD,2010,Has an ETS
NLD,2011,Has an ETS
NLD,2012,Has an ETS
NLD,2013,Has an ETS
NLD,2014,Has an ETS
NLD,2015,Has an ETS
NLD,2016,Has an ETS
NLD,2017,Has an ETS
NLD,2018,Has an ETS
NLD,2019,Has an ETS
NLD,2020,Has an ETS
NLD,2021,Has an ETS
NLD,2022,Has an ETS
NZL,1989,No ETS
NZL,1990,No ETS
NZL,1991,No ETS
NZL,1992,No ETS
NZL,1993,No ETS
NZL,1994,No ETS
NZL,1995,No ETS
NZL,1996,No ETS
NZL,1997,No ETS
NZL,1998,No ETS
NZL,1999,No ETS
NZL,2000,No ETS
NZL,2001,No ETS
NZL,2002,No ETS
NZL,2003,No ETS
NZL,2004,No ETS
NZL,2005,No ETS
NZL,2006,No ETS
NZL,2007,No ETS
NZL,2008,Has an ETS
NZL,2009,Has an ETS
NZL,2010,Has an ETS
NZL,2011,Has an ETS
NZL,2012,Has an ETS
NZL,2013,Has an ETS
NZL,2014,Has an ETS
NZL,2015,Has an ETS
NZL,2016,Has an ETS
NZL,2017,Has an ETS
NZL,2018,Has an ETS
NZL,2019,Has an ETS
NZL,2020,Has an ETS
NZL,2021,Has an ETS
NZL,2022,Has an ETS
NIC,1989,No ETS
NIC,1990,No ETS
NIC,1991,No ETS
NIC,1992,No ETS
NIC,1993,No ETS
NIC,1994,No ETS
NIC,1995,No ETS
NIC,1996,No ETS
NIC,1997,No ETS
NIC,1998,No ETS
NIC,1999,No ETS
NIC,2000,No ETS
NIC,2001,No ETS
NIC,2002,No ETS
NIC,2003,No ETS
NIC,2004,No ETS
NIC,2005,No ETS
NIC,2006,No ETS
NIC,2007,No ETS
NIC,2008,No ETS
NIC,2009,No ETS
NIC,2010,No ETS
NIC,2011,No ETS
NIC,2012,No ETS
NIC,2013,No ETS
NIC,2014,No ETS
NIC,2015,No ETS
NIC,2016,No ETS
NIC,2017,No ETS
NIC,2018,No ETS
NIC,2019,No ETS
NIC,2020,No ETS
NIC,2021,No ETS
NIC,2022,No ETS
NER,1989,No ETS
NER,1990,No ETS
NER,1991,No ETS
NER,1992,No ETS
NER,1993,No ETS
NER,1994,No ETS
NER,1995,No ETS
NER,1996,No ETS
NER,1997,No ETS
NER,1998,No ETS
NER,1999,No ETS
NER,2000,No ETS
NER,2001,No ETS
NER,2002,No ETS
NER,2003,No ETS
NER,2004,No ETS
NER,2005,No ETS
NER,2006,No ETS
NER,2007,No ETS
NER,2008,No ETS
NER,2009,No ETS
NER,2010,No ETS
NER,2011,No ETS
NER,2012,No ETS
NER,2013,No ETS
NER,2014,No ETS
NER,2015,No ETS
NER,2016,No ETS
NER,2017,No ETS
NER,2018,No ETS
NER,2019,No ETS
NER,2020,No ETS
NER,2021,No ETS
NER,2022,No ETS
NGA,1989,No ETS
NGA,1990,No ETS
NGA,1991,No ETS
NGA,1992,No ETS
NGA,1993,No ETS
NGA,1994,No ETS
NGA,1995,No ETS
NGA,1996,No ETS
NGA,1997,No ETS
NGA,1998,No ETS
NGA,1999,No ETS
NGA,2000,No ETS
NGA,2001,No ETS
NGA,2002,No ETS
NGA,2003,No ETS
NGA,2004,No ETS
NGA,2005,No ETS
NGA,2006,No ETS
NGA,2007,No ETS
NGA,2008,No ETS
NGA,2009,No ETS
NGA,2010,No ETS
NGA,2011,No ETS
NGA,2012,No ETS
NGA,2013,No ETS
NGA,2014,No ETS
NGA,2015,No ETS
NGA,2016,No ETS
NGA,2017,No ETS
NGA,2018,No ETS
NGA,2019,No ETS
NGA,2020,No ETS
NGA,2021,No ETS
NGA,2022,No ETS
PRK,1989,No ETS
PRK,1990,No ETS
PRK,1991,No ETS
PRK,1992,No ETS
PRK,1993,No ETS
PRK,1994,No ETS
PRK,1995,No ETS
PRK,1996,No ETS
PRK,1997,No ETS
PRK,1998,No ETS
PRK,1999,No ETS
PRK,2000,No ETS
PRK,2001,No ETS
PRK,2002,No ETS
PRK,2003,No ETS
PRK,2004,No ETS
PRK,2005,No ETS
PRK,2006,No ETS
PRK,2007,No ETS
PRK,2008,No ETS
PRK,2009,No ETS
PRK,2010,No ETS
PRK,2011,No ETS
PRK,2012,No ETS
PRK,2013,No ETS
PRK,2014,No ETS
PRK,2015,No ETS
PRK,2016,No ETS
PRK,2017,No ETS
PRK,2018,No ETS
PRK,2019,No ETS
PRK,2020,No ETS
PRK,2021,No ETS
PRK,2022,No ETS
MKD,1989,No ETS
MKD,1990,No ETS
MKD,1991,No ETS
MKD,1992,No ETS
MKD,1993,No ETS
MKD,1994,No ETS
MKD,1995,No ETS
MKD,1996,No ETS
MKD,1997,No ETS
MKD,1998,No ETS
MKD,1999,No ETS
MKD,2000,No ETS
MKD,2001,No ETS
MKD,2002,No ETS
MKD,2003,No ETS
MKD,2004,No ETS
MKD,2005,No ETS
MKD,2006,No ETS
MKD,2007,No ETS
MKD,2008,No ETS
MKD,2009,No ETS
MKD,2010,No ETS
MKD,2011,No ETS
MKD,2012,No ETS
MKD,2013,No ETS
MKD,2014,No ETS
MKD,2015,No ETS
MKD,2016,No ETS
MKD,2017,No ETS
MKD,2018,No ETS
MKD,2019,No ETS
MKD,2020,No ETS
MKD,2021,No ETS
MKD,2022,No ETS
NOR,1989,No ETS
NOR,1990,No ETS
NOR,1991,No ETS
NOR,1992,No ETS
NOR,1993,No ETS
NOR,1994,No ETS
NOR,1995,No ETS
NOR,1996,No ETS
NOR,1997,No ETS
NOR,1998,No ETS
NOR,1999,No ETS
NOR,2000,No ETS
NOR,2001,No ETS
NOR,2002,No ETS
NOR,2003,No ETS
NOR,2004,No ETS
NOR,2005,No ETS
NOR,2006,No ETS
NOR,2007,No ETS
NOR,2008,No ETS
NOR,2009,Has an ETS
NOR,2010,Has an ETS
NOR,2011,Has an ETS
NOR,2012,Has an ETS
NOR,2013,Has an ETS
NOR,2014,Has an ETS
NOR,2015,Has an ETS
NOR,2016,Has an ETS
NOR,2017,Has an ETS
NOR,2018,Has an ETS
NOR,2019,Has an ETS
NOR,2020,Has an ETS
NOR,2021,Has an ETS
NOR,2022,Has an ETS
OMN,1989,No ETS
OMN,1990,No ETS
OMN,1991,No ETS
OMN,1992,No ETS
OMN,1993,No ETS
OMN,1994,No ETS
OMN,1995,No ETS
OMN,1996,No ETS
OMN,1997,No ETS
OMN,1998,No ETS
OMN,1999,No ETS
OMN,2000,No ETS
OMN,2001,No ETS
OMN,2002,No ETS
OMN,2003,No ETS
OMN,2004,No ETS
OMN,2005,No ETS
OMN,2006,No ETS
OMN,2007,No ETS
OMN,2008,No ETS
OMN,2009,No ETS
OMN,2010,No ETS
OMN,2011,No ETS
OMN,2012,No ETS
OMN,2013,No ETS
OMN,2014,No ETS
OMN,2015,No ETS
OMN,2016,No ETS
OMN,2017,No ETS
OMN,2018,No ETS
OMN,2019,No ETS
OMN,2020,No ETS
OMN,2021,No ETS
OMN,2022,No ETS
PAK,1989,No ETS
PAK,1990,No ETS
